panel,size,draw,income,income_se,n_inst,hansen_p,hansen_df
Freedom House,12,59,-0.1956317321832728,0.11997447000859526,22,0.04225110439424095,11
Freedom House,12,60,-0.22550289847800542,0.11624738619641346,22,0.11372507388895012,11
Freedom House,12,61,-0.2465657472881415,0.11856054082549386,22,0.04674549320806527,11
Freedom House,12,62,-0.21846496096126433,0.11973857065637973,22,0.005873312793282368,11
Freedom House,12,63,-0.09674514519836652,0.12361738750179423,22,0.03524266899696611,11
Freedom House,12,64,-0.24837821996236853,0.12239987943342201,22,0.0100768679059234,11
Freedom House,12,65,-0.1762862400209011,0.11470370067806403,22,0.04896702674026444,11
Freedom House,12,66,-0.2512529749984749,0.12145493939972744,22,0.00857399613299901,11
Freedom House,12,67,-0.15696122039957228,0.13158907860918817,22,0.04454966744614118,11
Freedom House,12,68,-0.0841489338261745,0.1144518910953809,22,0.0025439044092525126,11
Freedom House,12,69,-0.20565045610830257,0.11171712657605094,22,0.018731437343842958,11
Freedom House,12,70,-0.09864177647093886,0.1182161420676468,22,0.07205068277474212,11
Freedom House,12,71,-0.19638570620518836,0.11587608941691502,22,5.166997565276204e-4,11
Freedom House,12,72,-0.016945902352976994,0.14035471311089656,22,0.032216655678663705,11
Freedom House,12,73,0.056925658983160154,0.1498428169424373,22,0.3158648882235358,11
Freedom House,12,74,-0.04398757006141274,0.1328142119108256,22,0.01679675566502644,11
Freedom House,12,75,0.001399895587228528,0.14115688988518565,22,0.18196776208990048,11
Freedom House,12,76,-0.08155459181313773,0.11393116303728991,22,0.07116861331845896,11
Freedom House,12,77,-0.10443190003666825,0.12472591405646861,22,0.08491068521642466,11
Freedom House,12,78,-0.1295619259152625,0.12460389100051984,22,0.0036739647008499016,11
Freedom House,12,79,-0.24803625592987188,0.12126696789501162,22,0.0023865036308416106,11
Freedom House,12,80,-0.10985753404339693,0.11680670838821741,22,0.010494979322830542,11
Freedom House,12,81,-0.16131590179501476,0.11688394627070597,22,0.018100651010848335,11
Freedom House,12,82,-0.027034875963036775,0.1362984291254405,22,0.4591407924377361,11
Freedom House,12,83,-0.05753962260044876,0.1295439995424752,22,0.0813655161149748,11
Freedom House,12,84,0.04366387021990281,0.14183169027815057,22,0.21318387479969902,11
Freedom House,12,85,-0.0751229716526316,0.12503283518028485,22,0.015318692781750092,11
Freedom House,12,86,-0.12941823075303827,0.1230265207763957,22,0.04899188996159365,11
Freedom House,12,87,-0.15920524413048653,0.1098699441247139,22,0.015724078965808446,11
Freedom House,12,88,-0.16098734283056615,0.10900544762416325,22,0.008848747382005986,11
Freedom House,12,89,-0.26163357489027916,0.11948990733281288,22,0.008839500226093002,11
Freedom House,12,90,-0.24588583681022103,0.11633807473314974,22,0.06608852908618201,11
Freedom House,12,91,-0.16717392845827028,0.1126729816832759,22,0.03379197498663237,11
Freedom House,12,92,-0.1947329045851296,0.11900745668175829,22,0.02244323312610608,11
Freedom House,12,93,-0.26483602153602037,0.11184492472773103,22,0.03159416714915342,11
